id,atlas_id,name,acronym,st_level,parent_structure_id,depth,graph_order,structure_id_path,color_hex_triplet,sphinx_id
39,4,"Anterior cingulate area, dorsal part",ACAd,9,31,7,226,/997/8/567/688/695/315/31/39/,40A666,227
935,965,"Anterior cingulate area, dorsal part, layer 1",ACAd1,11,39,8,227,/997/8/567/688/695/315/31/39/935/,40A666,228
211,1016,"Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3,11,39,8,228,/997/8/567/688/695/315/31/39/211/,40A666,229
1015,975,"Anterior cingulate area, dorsal part, layer 5",ACAd5,11,39,8,229,/997/8/567/688/695/315/31/39/1015/,40A666,230
919,963,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,11,39,8,230,/997/8/567/688/695/315/31/39/919/,40A666,231
927,964,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,11,39,8,231,/997/8/567/688/695/315/31/39/927/,40A666,232
48,5,"Anterior cingulate area, ventral part",ACAv,9,31,7,232,/997/8/567/688/695/315/31/48/,40A666,233
588,1063,"Anterior cingulate area, ventral part, layer 1",ACAv1,11,48,8,233,/997/8/567/688/695/315/31/48/588/,40A666,234
296,885,"Anterior cingulate area, ventral part, layer 2/3",ACAv2/3,11,48,8,234,/997/8/567/688/695/315/31/48/296/,40A666,235
772,1086,"Anterior cingulate area, ventral part, layer 5",ACAv5,11,48,8,235,/997/8/567/688/695/315/31/48/772/,40A666,236
810,1091,"Anterior cingulate area, ventral part, 6a",ACAv6a,11,48,8,236,/997/8/567/688/695/315/31/48/810/,40A666,237
819,1092,"Anterior cingulate area, ventral part, 6b",ACAv6b,11,48,8,237,/997/8/567/688/695/315/31/48/819/,40A666,238
972,262,Prelimbic area,PL,8,315,6,238,/997/8/567/688/695/315/972/,2FA850,239
171,1011,"Prelimbic area, layer 1",PL1,11,972,7,239,/997/8/567/688/695/315/972/171/,2FA850,240
195,1014,"Prelimbic area, layer 2",PL2,11,972,7,240,/997/8/567/688/695/315/972/195/,2FA850,241
304,886,"Prelimbic area, layer 2/3",PL2/3,11,972,7,241,/997/8/567/688/695/315/972/304/,2FA850,242
363,1035,"Prelimbic area, layer 5",PL5,11,972,7,242,/997/8/567/688/695/315/972/363/,2FA850,243
84,1000,"Prelimbic area, layer 6a",PL6a,11,972,7,243,/997/8/567/688/695/315/972/84/,2FA850,244
132,1006,"Prelimbic area, layer 6b",PL6b,11,972,7,244,/997/8/567/688/695/315/972/132/,2FA850,245
44,146,Infralimbic area,ILA,8,315,6,245,/997/8/567/688/695/315/44/,59B363,246
707,1078,"Infralimbic area, layer 1",ILA1,11,44,7,246,/997/8/567/688/695/315/44/707/,59B363,247
747,1083,"Infralimbic area, layer 2",ILA2,11,44,7,247,/997/8/567/688/695/315/44/747/,59B363,248
556,1059,"Infralimbic area, layer 2/3",ILA2/3,11,44,7,248,/997/8/567/688/695/315/44/556/,59B363,249
827,1093,"Infralimbic area, layer 5",ILA5,11,44,7,249,/997/8/567/688/695/315/44/827/,59B363,250
1054,980,"Infralimbic area, layer 6a",ILA6a,11,44,7,250,/997/8/567/688/695/315/44/1054/,59B363,251
1081,983,"Infralimbic area, layer 6b",ILA6b,11,44,7,251,/997/8/567/688/695/315/44/1081/,59B363,252
714,230,Orbital area,ORB,8,315,6,252,/997/8/567/688/695/315/714/,248A5E,253
264,881,"Orbital area, layer 1",ORB1,11,714,7,253,/997/8/567/688/695/315/714/264/,248A5E,254
492,1051,"Orbital area, layer 2/3",ORB2/3,11,714,7,254,/997/8/567/688/695/315/714/492/,248A5E,255
352,892,"Orbital area, layer 5",ORB5,11,714,7,255,/997/8/567/688/695/315/714/352/,248A5E,256
476,1049,"Orbital area, layer 6a",ORB6a,11,714,7,256,/997/8/567/688/695/315/714/476/,248A5E,257
516,1054,"Orbital area, layer 6b",ORB6b,11,714,7,257,/997/8/567/688/695/315/714/516/,248A5E,258
723,231,"Orbital area, lateral part",ORBl,9,714,7,258,/997/8/567/688/695/315/714/723/,248A5E,259
448,621,"Orbital area, lateral part, layer 1",ORBl1,11,723,8,259,/997/8/567/688/695/315/714/723/448/,248A5E,260
412,1041,"Orbital area, lateral part, layer 2/3",ORBl2/3,11,723,8,260,/997/8/567/688/695/315/714/723/412/,248A5E,261
630,644,"Orbital area, lateral part, layer 5",ORBl5,11,723,8,261,/997/8/567/688/695/315/714/723/630/,248A5E,262
440,620,"Orbital area, lateral part, layer 6a",ORBl6a,11,723,8,262,/997/8/567/688/695/315/714/723/440/,248A5E,263
488,626,"Orbital area, lateral part, layer 6b",ORBl6b,11,723,8,263,/997/8/567/688/695/315/714/723/488/,248A5E,264
731,232,"Orbital area, medial part",ORBm,9,714,7,264,/997/8/567/688/695/315/714/731/,248A5E,265
484,1050,"Orbital area, medial part, layer 1",ORBm1,11,731,8,265,/997/8/567/688/695/315/714/731/484/,248A5E,266
524,1055,"Orbital area, medial part, layer 2",ORBm2,11,731,8,266,/997/8/567/688/695/315/714/731/524/,248A5E,267
582,638,"Orbital area, medial part, layer 2/3",ORBm2/3,11,731,8,267,/997/8/567/688/695/315/714/731/582/,248A5E,268
620,1067,"Orbital area, medial part, layer 5",ORBm5,11,731,8,268,/997/8/567/688/695/315/714/731/620/,248A5E,269
910,962,"Orbital area, medial part, layer 6a",ORBm6a,11,731,8,269,/997/8/567/688/695/315/714/731/910/,248A5E,270
527696977,,"Orbital area, medial part, layer 6b",ORBm6b,11,731,8,270,/997/8/567/688/695/315/714/731/527696977/,248A5E,271
738,233,"Orbital area, ventral part",ORBv,9,714,7,271,/997/8/567/688/695/315/714/738/,248A5E,272
746,234,"Orbital area, ventrolateral part",ORBvl,9,714,7,272,/997/8/567/688/695/315/714/746/,248A5E,273
969,1111,"Orbital area, ventrolateral part, layer 1",ORBvl1,11,746,8,273,/997/8/567/688/695/315/714/746/969/,248A5E,274
288,884,"Orbital area, ventrolateral part, layer 2/3",ORBvl2/3,11,746,8,274,/997/8/567/688/695/315/714/746/288/,248A5E,275
1125,1130,"Orbital area, ventrolateral part, layer 5",ORBvl5,11,746,8,275,/997/8/567/688/695/315/714/746/1125/,248A5E,276
608,924,"Orbital area, ventrolateral part, layer 6a",ORBvl6a,11,746,8,276,/997/8/567/688/695/315/714/746/608/,248A5E,277
680,933,"Orbital area, ventrolateral part, layer 6b",ORBvl6b,11,746,8,277,/997/8/567/688/695/315/714/746/680/,248A5E,278
95,11,Agranular insular area,AI,8,315,6,278,/997/8/567/688/695/315/95/,219866,279
104,12,"Agranular insular area, dorsal part",AId,9,95,7,279,/997/8/567/688/695/315/95/104/,219866,280
996,1114,"Agranular insular area, dorsal part, layer 1",AId1,11,104,8,280,/997/8/567/688/695/315/95/104/996/,219866,281
328,889,"Agranular insular area, dorsal part, layer 2/3",AId2/3,11,104,8,281,/997/8/567/688/695/315/95/104/328/,219866,282
1101,1127,"Agranular insular area, dorsal part, layer 5",AId5,11,104,8,282,/997/8/567/688/695/315/95/104/1101/,219866,283
783,946,"Agranular insular area, dorsal part, layer 6a",AId6a,11,104,8,283,/997/8/567/688/695/315/95/104/783/,219866,284
831,952,"Agranular insular area, dorsal part, layer 6b",AId6b,11,104,8,284,/997/8/567/688/695/315/95/104/831/,219866,285
111,13,"Agranular insular area, posterior part",AIp,9,95,7,285,/997/8/567/688/695/315/95/111/,219866,286
120,863,"Agranular insular area, posterior part, layer 1",AIp1,11,111,8,286,/997/8/567/688/695/315/95/111/120/,219866,287
163,1010,"Agranular insular area, posterior part, layer 2/3",AIp2/3,11,111,8,287,/997/8/567/688/695/315/95/111/163/,219866,288
344,891,"Agranular insular area, posterior part, layer 5",AIp5,11,111,8,288,/997/8/567/688/695/315/95/111/344/,219866,289
314,1029,"Agranular insular area, posterior part, layer 6a",AIp6a,11,111,8,289,/997/8/567/688/695/315/95/111/314/,219866,290
355,1034,"Agranular insular area, posterior part, layer 6b",AIp6b,11,111,8,290,/997/8/567/688/695/315/95/111/355/,219866,291
119,14,"Agranular insular area, ventral part",AIv,9,95,7,291,/997/8/567/688/695/315/95/119/,219866,292
704,936,"Agranular insular area, ventral part, layer 1",AIv1,11,119,8,292,/997/8/567/688/695/315/95/119/704/,219866,293
694,652,"Agranular insular area, ventral part, layer 2/3",AIv2/3,11,119,8,293,/997/8/567/688/695/315/95/119/694/,219866,294
800,948,"Agranular insular area, ventral part, layer 5",AIv5,11,119,8,294,/997/8/567/688/695/315/95/119/800/,219866,295
675,1074,"Agranular insular area, ventral part, layer 6a",AIv6a,11,119,8,295,/997/8/567/688/695/315/95/119/675/,219866,296
699,1077,"Agranular insular area, ventral part, layer 6b",AIv6b,11,119,8,296,/997/8/567/688/695/315/95/119/699/,219866,297
254,314,Retrosplenial area,RSP,8,315,6,297,/997/8/567/688/695/315/254/,1AA698,298
894,394,"Retrosplenial area, lateral agranular part",RSPagl,9,254,7,298,/997/8/567/688/695/315/254/894/,1AA698,299
671,932,"Retrosplenial area, lateral agranular part, layer 1",RSPagl1,11,894,8,299,/997/8/567/688/695/315/254/894/671/,1AA698,300
965,969,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,11,894,8,300,/997/8/567/688/695/315/254/894/965/,1AA698,301
774,945,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5,11,894,8,301,/997/8/567/688/695/315/254/894/774/,1AA698,302
906,820,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a,11,894,8,302,/997/8/567/688/695/315/254/894/906/,1AA698,303
279,883,"Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b,11,894,8,303,/997/8/567/688/695/315/254/894/279/,1AA698,304
480149258,,Mediomedial anterior visual area,VISmma,10,894,8,304,/997/8/567/688/695/315/254/894/480149258/,1AA698,305
480149262,,"Mediomedial anterior visual area, layer 1",VISmma1,11,480149258,9,305,/997/8/567/688/695/315/254/894/480149258/480149262/,1AA698,306
480149266,,"Mediomedial anterior visual area, layer 2/3",VISmma2/3,11,480149258,9,306,/997/8/567/688/695/315/254/894/480149258/480149266/,1AA698,307
480149270,,"Mediomedial anterior visual area, layer 4",VISmma4,11,480149258,9,307,/997/8/567/688/695/315/254/894/480149258/480149270/,1AA698,308
480149274,,"Mediomedial anterior visual area,layer 5",VISmma5,11,480149258,9,308,/997/8/567/688/695/315/254/894/480149258/480149274/,1AA698,309
480149278,,"Mediomedial anterior visual area, layer 6a",VISmma6a,11,480149258,9,309,/997/8/567/688/695/315/254/894/480149258/480149278/,1AA698,310
480149282,,"Mediomedial anterior visual area, layer 6b",VISmma6b,11,480149258,9,310,/997/8/567/688/695/315/254/894/480149258/480149282/,1AA698,311
480149286,,Mediomedial posterior visual area,VISmmp,10,894,8,311,/997/8/567/688/695/315/254/894/480149286/,1AA698,312
480149290,,"Mediomedial posterior visual area, layer 1",VISmmp1,11,480149286,9,312,/997/8/567/688/695/315/254/894/480149286/480149290/,1AA698,313
480149294,,"Mediomedial posterior visual area, layer 2/3",VISmmp2/3,11,480149286,9,313,/997/8/567/688/695/315/254/894/480149286/480149294/,1AA698,314
480149298,,"Mediomedial posterior visual area, layer 4",VISmmp4,11,480149286,9,314,/997/8/567/688/695/315/254/894/480149286/480149298/,1AA698,315
480149302,,"Mediomedial posterior visual area,layer 5",VISmmp5,11,480149286,9,315,/997/8/567/688/695/315/254/894/480149286/480149302/,1AA698,316
480149306,,"Mediomedial posterior visual area, layer 6a",VISmmp6a,11,480149286,9,316,/997/8/567/688/695/315/254/894/480149286/480149306/,1AA698,317
480149310,,"Mediomedial posterior visual area, layer 6b",VISmmp6b,11,480149286,9,317,/997/8/567/688/695/315/254/894/480149286/480149310/,1AA698,318
480149314,,Medial visual area,VISm,10,894,8,318,/997/8/567/688/695/315/254/894/480149314/,1AA698,319
480149318,,"Medial visual area, layer 1",VISm1,11,480149314,9,319,/997/8/567/688/695/315/254/894/480149314/480149318/,1AA698,320
480149322,,"Medial visual area, layer 2/3",VISm2/3,11,480149314,9,320,/997/8/567/688/695/315/254/894/480149314/480149322/,1AA698,321
480149326,,"Medial visual area, layer 4",VISm4,11,480149314,9,321,/997/8/567/688/695/315/254/894/480149314/480149326/,1AA698,322
480149330,,"Medial visual area,layer 5",VISm5,11,480149314,9,322,/997/8/567/688/695/315/254/894/480149314/480149330/,1AA698,323
480149334,,"Medial visual area, layer 6a",VISm6a,11,480149314,9,323,/997/8/567/688/695/315/254/894/480149314/480149334/,1AA698,324
480149338,,"Medial visual area, layer 6b",VISm6b,11,480149314,9,324,/997/8/567/688/695/315/254/894/480149314/480149338/,1AA698,325
879,392,"Retrosplenial area, dorsal part",RSPd,9,254,7,325,/997/8/567/688/695/315/254/879/,1AA698,326
442,1045,"Retrosplenial area, dorsal part, layer 1",RSPd1,11,879,8,326,/997/8/567/688/695/315/254/879/442/,1AA698,327
434,761,"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3,11,879,8,327,/997/8/567/688/695/315/254/879/434/,1AA698,328
545,1058,"Retrosplenial area, dorsal part, layer 4",RSPd4,11,879,8,328,/997/8/567/688/695/315/254/879/545/,1AA698,329
610,1066,"Retrosplenial area, dorsal part, layer 5",RSPd5,11,879,8,329,/997/8/567/688/695/315/254/879/610/,1AA698,330
274,1024,"Retrosplenial area, dorsal part, layer 6a",RSPd6a,11,879,8,330,/997/8/567/688/695/315/254/879/274/,1AA698,331
330,1031,"Retrosplenial area, dorsal part, layer 6b",RSPd6b,11,879,8,331,/997/8/567/688/695/315/254/879/330/,1AA698,332
886,393,"Retrosplenial area, ventral part",RSPv,9,254,7,332,/997/8/567/688/695/315/254/886/,1AA698,333
542,633,"Retrosplenial area, ventral part, layer 1",RSPv1,11,886,8,333,/997/8/567/688/695/315/254/886/542/,1AA698,334
606,641,"Retrosplenial area, ventral part, layer 2",RSPv2,11,886,8,334,/997/8/567/688/695/315/254/886/606/,1AA698,335
430,619,"Retrosplenial area, ventral part, layer 2/3",RSPv2/3,11,886,8,335,/997/8/567/688/695/315/254/886/430/,1AA698,336
687,651,"Retrosplenial area, ventral part, layer 5",RSPv5,11,886,8,336,/997/8/567/688/695/315/254/886/687/,1AA698,337
590,639,"Retrosplenial area, ventral part, layer 6a",RSPv6a,11,886,8,337,/997/8/567/688/695/315/254/886/590/,1AA698,338
622,643,"Retrosplenial area, ventral part, layer 6b",RSPv6b,11,886,8,338,/997/8/567/688/695/315/254/886/622/,1AA698,339
22,285,Posterior parietal association areas,PTLp,6,315,6,339,/997/8/567/688/695/315/22/,009FAC,340
532,1056,"Posterior parietal association areas, layer 1",PTLp1,11,22,7,340,/997/8/567/688/695/315/22/532/,009FAC,341
241,454,"Posterior parietal association areas, layer 2/3",PTLp2/3,11,22,7,341,/997/8/567/688/695/315/22/241/,009FAC,342
635,1069,"Posterior parietal association areas, layer 4",PTLp4,11,22,7,342,/997/8/567/688/695/315/22/635/,009FAC,343
683,1075,"Posterior parietal association areas, layer 5",PTLp5,11,22,7,343,/997/8/567/688/695/315/22/683/,009FAC,344
308,1028,"Posterior parietal association areas, layer 6a",PTLp6a,11,22,7,344,/997/8/567/688/695/315/22/308/,009FAC,345
340,1032,"Posterior parietal association areas, layer 6b",PTLp6b,11,22,7,345,/997/8/567/688/695/315/22/340/,009FAC,346
312782546,,Anterior area,VISa,8,22,7,346,/997/8/567/688/695/315/22/312782546/,009FAC,347
312782550,,"Anterior area, layer 1",VISa1,11,312782546,8,347,/997/8/567/688/695/315/22/312782546/312782550/,009FAC,348
312782554,,"Anterior area, layer 2/3",VISa2/3,11,312782546,8,348,/997/8/567/688/695/315/22/312782546/312782554/,009FAC,349
312782558,,"Anterior area, layer 4",VISa4,11,312782546,8,349,/997/8/567/688/695/315/22/312782546/312782558/,009FAC,350
312782562,,"Anterior area, layer 5",VISa5,11,312782546,8,350,/997/8/567/688/695/315/22/312782546/312782562/,009FAC,351
312782566,,"Anterior area, layer 6a",VISa6a,11,312782546,8,351,/997/8/567/688/695/315/22/312782546/312782566/,009FAC,352
312782570,,"Anterior area, layer 6b",VISa6b,11,312782546,8,352,/997/8/567/688/695/315/22/312782546/312782570/,009FAC,353
417,759,Rostrolateral visual area,VISrl,8,22,7,353,/997/8/567/688/695/315/22/417/,009FAC,354
312782604,,"Rostrolateral area, layer 1",VISrl1,11,417,8,354,/997/8/567/688/695/315/22/417/312782604/,009FAC,355
312782608,,"Rostrolateral area, layer 2/3",VISrl2/3,11,417,8,355,/997/8/567/688/695/315/22/417/312782608/,009FAC,356
312782612,,"Rostrolateral area, layer 4",VISrl4,11,417,8,356,/997/8/567/688/695/315/22/417/312782612/,009FAC,357
312782616,,"Rostrolateral area, layer 5",VISrl5,11,417,8,357,/997/8/567/688/695/315/22/417/312782616/,009FAC,358
312782620,,"Rostrolateral area, layer 6a",VISrl6a,11,417,8,358,/997/8/567/688/695/315/22/417/312782620/,009FAC,359
312782624,,"Rostrolateral area, layer 6b",VISrl6b,11,417,8,359,/997/8/567/688/695/315/22/417/312782624/,009FAC,360
541,350,Temporal association areas,TEa,6,315,6,360,/997/8/567/688/695/315/541/,15B0B3,361
97,1002,"Temporal association areas, layer 1",TEa1,11,541,7,361,/997/8/567/688/695/315/541/97/,15B0B3,362
1127,706,"Temporal association areas, layer 2/3",TEa2/3,11,541,7,362,/997/8/567/688/695/315/541/1127/,15B0B3,363
234,1019,"Temporal association areas, layer 4",TEa4,11,541,7,363,/997/8/567/688/695/315/541/234/,15B0B3,364
289,1026,"Temporal association areas, layer 5",TEa5,11,541,7,364,/997/8/567/688/695/315/541/289/,15B0B3,365
729,1081,"Temporal association areas, layer 6a",TEa6a,11,541,7,365,/997/8/567/688/695/315/541/729/,15B0B3,366
786,1088,"Temporal association areas, layer 6b",TEa6b,11,541,7,366,/997/8/567/688/695/315/541/786/,15B0B3,367
922,256,Perirhinal area,PERI,8,315,6,367,/997/8/567/688/695/315/922/,“0E9684”,368
540,1057,"Perirhinal area, layer 1",PERI1,11,922,7,368,/997/8/567/688/695/315/922/540/,“0E9684”,369
888,959,"Perirhinal area, layer 2/3",PERI2/3,11,922,7,369,/997/8/567/688/695/315/922/888/,“0E9684”,370
692,1076,"Perirhinal area, layer 5",PERI5,11,922,7,370,/997/8/567/688/695/315/922/692/,“0E9684”,371
335,890,"Perirhinal area, layer 6a",PERI6a,11,922,7,371,/997/8/567/688/695/315/922/335/,“0E9684”,372
368,894,"Perirhinal area, layer 6b",PERI6b,11,922,7,372,/997/8/567/688/695/315/922/368/,“0E9684”,373
895,111,Ectorhinal area,ECT,8,315,6,373,/997/8/567/688/695/315/895/,0D9F91,374
836,1094,Ectorhinal area/Layer 1,ECT1,11,895,7,374,/997/8/567/688/695/315/895/836/,0D9F91,375
427,1043,Ectorhinal area/Layer 2/3,ECT2/3,11,895,7,375,/997/8/567/688/695/315/895/427/,0D9F91,376
988,1113,Ectorhinal area/Layer 5,ECT5,11,895,7,376,/997/8/567/688/695/315/895/988/,0D9F91,377
977,1112,Ectorhinal area/Layer 6a,ECT6a,11,895,7,377,/997/8/567/688/695/315/895/977/,0D9F91,378
1045,1120,Ectorhinal area/Layer 6b,ECT6b,11,895,7,378,/997/8/567/688/695/315/895/1045/,0D9F91,379
698,228,Olfactory areas,OLF,5,695,5,379,/997/8/567/688/695/698/,9AD2BD,380
507,204,Main olfactory bulb,MOB,8,698,6,380,/997/8/567/688/695/698/507/,9AD2BD,381
212,733,"Main olfactory bulb, glomerular layer",MOBgl,11,507,7,381,/997/8/567/688/695/698/507/212/,82C7AE,382
220,734,"Main olfactory bulb, granule layer",MOBgr,11,507,7,382,/997/8/567/688/695/698/507/220/,82C7AE,383
228,735,"Main olfactory bulb, inner plexiform layer",MOBipl,11,507,7,383,/997/8/567/688/695/698/507/228/,9AD2BD,384
236,736,"Main olfactory bulb, mitral layer",MOBmi,11,507,7,384,/997/8/567/688/695/698/507/236/,82C7AE,385
244,737,"Main olfactory bulb, outer plexiform layer",MOBopl,11,507,7,385,/997/8/567/688/695/698/507/244/,9AD2BD,386
151,18,Accessory olfactory bulb,AOB,8,698,6,386,/997/8/567/688/695/698/151/,9DF0D2,387
188,730,"Accessory olfactory bulb, glomerular layer",AOBgl,11,151,7,387,/997/8/567/688/695/698/151/188/,9DF0D2,388
196,731,"Accessory olfactory bulb, granular layer",AOBgr,11,151,7,388,/997/8/567/688/695/698/151/196/,95E4C8,389
204,732,"Accessory olfactory bulb, mitral layer",AOBmi,11,151,7,389,/997/8/567/688/695/698/151/204/,9DF0D2,390
159,19,Anterior olfactory nucleus,AON,8,698,6,390,/997/8/567/688/695/698/159/,54BF94,391
167,20,"Anterior olfactory nucleus, dorsal part",AONd,9,159,7,391,/997/8/567/688/695/698/159/167/,54BF94,392
175,21,"Anterior olfactory nucleus, external part",AONe,9,159,7,392,/997/8/567/688/695/698/159/175/,54BF94,393
183,22,"Anterior olfactory nucleus, lateral part",AONl,9,159,7,393,/997/8/567/688/695/698/159/183/,54BF94,394
191,23,"Anterior olfactory nucleus, medial part",AONm,9,159,7,394,/997/8/567/688/695/698/159/191/,54BF94,395
199,24,"Anterior olfactory nucleus, posteroventral part",AONpv,9,159,7,395,/997/8/567/688/695/698/159/199/,54BF94,396
160,868,"Anterior olfactory nucleus, layer 1",AON1.00,11,159,7,396,/997/8/567/688/695/698/159/160/,54BF94,397
168,869,"Anterior olfactory nucleus, layer 2",AON2.00,11,159,7,397,/997/8/567/688/695/698/159/168/,54BF94,398
589,356,Taenia tecta,TT,8,698,6,398,/997/8/567/688/695/698/589/,62D09F,399
597,357,"Taenia tecta, dorsal part",TTd,9,589,7,399,/997/8/567/688/695/698/589/597/,62D09F,400
297,744,"Taenia tecta, dorsal part, layers 1-4",TTd1-4,11,597,8,400,/997/8/567/688/695/698/589/597/297/,62D09F,401
1034,836,"Taenia tecta, dorsal part, layer 1",TTd1,11,597,8,401,/997/8/567/688/695/698/589/597/1034/,62D09F,402
1042,837,"Taenia tecta, dorsal part, layer 2",TTd2,11,597,8,402,/997/8/567/688/695/698/589/597/1042/,62D09F,403
1050,838,"Taenia tecta, dorsal part, layer 3",TTd3,11,597,8,403,/997/8/567/688/695/698/589/597/1050/,62D09F,404
1059,839,"Taenia tecta, dorsal part, layer 4",TTd4,11,597,8,404,/997/8/567/688/695/698/589/597/1059/,62D09F,405
605,358,"Taenia tecta, ventral part",TTv,9,589,7,405,/997/8/567/688/695/698/589/605/,62D09F,406
306,745,"Taenia tecta, ventral part, layers 1-3",TTv1-3,11,605,8,406,/997/8/567/688/695/698/589/605/306/,62D09F,407
1067,840,"Taenia tecta, ventral part, layer 1",TTv1,11,605,8,407,/997/8/567/688/695/698/589/605/1067/,62D09F,408
1075,841,"Taenia tecta, ventral part, layer 2",TTv2,11,605,8,408,/997/8/567/688/695/698/589/605/1075/,62D09F,409
1082,842,"Taenia tecta, ventral part, layer 3",TTv3,11,605,8,409,/997/8/567/688/695/698/589/605/1082/,62D09F,410
814,384,Dorsal peduncular area,DP,8,698,6,410,/997/8/567/688/695/698/814/,A4DAA4,411
496,627,"Dorsal peduncular area, layer 1",DP1,11,814,7,411,/997/8/567/688/695/698/814/496/,A4DAA4,412
535,632,"Dorsal peduncular area, layer 2",DP2,11,814,7,412,/997/8/567/688/695/698/814/535/,A4DAA4,413
360,893,"Dorsal peduncular area, layer 2/3",DP2/3,11,814,7,413,/997/8/567/688/695/698/814/360/,A4DAA4,414
646,646,"Dorsal peduncular area, layer 5",DP5,11,814,7,414,/997/8/567/688/695/698/814/646/,A4DAA4,415
267,1023,"Dorsal peduncular area, layer 6a",DP6a,11,814,7,415,/997/8/567/688/695/698/814/267/,A4DAA4,416
961,261,Piriform area,PIR,8,698,6,416,/997/8/567/688/695/698/961/,6ACBBA,417
152,867,"Piriform area, layers 1-3",PIR1-3,11,961,7,417,/997/8/567/688/695/698/961/152/,6ACBBA,418
276,741,"Piriform area, molecular layer",PIR1,11,961,7,418,/997/8/567/688/695/698/961/276/,6ACBBA,419
284,742,"Piriform area, pyramidal layer",PIR2,11,961,7,419,/997/8/567/688/695/698/961/284/,6ACBBA,420
291,743,"Piriform area, polymorph layer",PIR3,11,961,7,420,/997/8/567/688/695/698/961/291/,6ACBBA,421
619,218,Nucleus of the lateral olfactory tract,NLOT,8,698,6,421,/997/8/567/688/695/698/619/,95E4C8,422
392,897,"Nucleus of the lateral olfactory tract, layers 1-3",NLOT1-3,11,619,7,422,/997/8/567/688/695/698/619/392/,95E4C8,423
260,739,"Nucleus of the lateral olfactory tract, molecular layer",NLOT1,11,619,7,423,/997/8/567/688/695/698/619/260/,95E4C8,424
268,740,"Nucleus of the lateral olfactory tract, pyramidal layer",NLOT2,11,619,7,424,/997/8/567/688/695/698/619/268/,95E4C8,425
1139,1137,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,11,619,7,425,/997/8/567/688/695/698/619/1139/,95E4C8,426
631,78,Cortical amygdalar area,COA,8,698,6,426,/997/8/567/688/695/698/631/,61E7B7,427
639,79,"Cortical amygdalar area, anterior part",COAa,9,631,7,427,/997/8/567/688/695/698/631/639/,61E7B7,428
192,872,"Cortical amygdalar area, anterior part, layer 1",COAa1,11,639,8,428,/997/8/567/688/695/698/631/639/192/,61E7B7,429
200,873,"Cortical amygdalar area, anterior part, layer 2",COAa2,11,639,8,429,/997/8/567/688/695/698/631/639/200/,61E7B7,430
208,874,"Cortical amygdalar area, anterior part, layer 3",COAa3,11,639,8,430,/997/8/567/688/695/698/631/639/208/,61E7B7,431
647,80,"Cortical amygdalar area, posterior part",COAp,9,631,7,431,/997/8/567/688/695/698/631/647/,61E7B7,432
655,81,"Cortical amygdalar area, posterior part, lateral zone",COApl,10,647,8,432,/997/8/567/688/695/698/631/647/655/,61E7B7,433
584,921,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",COApl1-2,11,655,9,433,/997/8/567/688/695/698/631/647/655/584/,61E7B7,434
376,895,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",COApl1-3,11,655,9,434,/997/8/567/688/695/698/631/647/655/376/,61E7B7,435
216,875,"Cortical amygdalar area, posterior part, lateral zone, layer 1",COApl1,11,655,9,435,/997/8/567/688/695/698/631/647/655/216/,61E7B7,436
224,876,"Cortical amygdalar area, posterior part, lateral zone, layer 2",COApl2,11,655,9,436,/997/8/567/688/695/698/631/647/655/224/,61E7B7,437
232,877,"Cortical amygdalar area, posterior part, lateral zone, layer 3",COApl3,11,655,9,437,/997/8/567/688/695/698/631/647/655/232/,61E7B7,438
663,82,"Cortical amygdalar area, posterior part, medial zone",COApm,10,647,8,438,/997/8/567/688/695/698/631/647/663/,61E7B7,439
592,922,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",COApm1-2,11,663,9,439,/997/8/567/688/695/698/631/647/663/592/,61E7B7,440
383,896,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",COApm1-3,11,663,9,440,/997/8/567/688/695/698/631/647/663/383/,61E7B7,441
240,878,"Cortical amygdalar area, posterior part, medial zone, layer 1",COApm1,11,663,9,441,/997/8/567/688/695/698/631/647/663/240/,61E7B7,442
248,879,"Cortical amygdalar area, posterior part, medial zone, layer 2",COApm2,11,663,9,442,/997/8/567/688/695/698/631/647/663/248/,61E7B7,443
256,880,"Cortical amygdalar area, posterior part, medial zone, layer 3",COApm3,11,663,9,443,/997/8/567/688/695/698/631/647/663/256/,61E7B7,444
788,239,Piriform-amygdalar area,PAA,8,698,6,444,/997/8/567/688/695/698/788/,59DAAB,445
400,898,"Piriform-amygdalar area, layers 1-3",PAA1-3,11,788,7,445,/997/8/567/688/695/698/788/400/,59DAAB,446
408,899,"Piriform-amygdalar area, molecular layer",PAA1,11,788,7,446,/997/8/567/688/695/698/788/408/,59DAAB,447
416,900,"Piriform-amygdalar area, pyramidal layer",PAA2,11,788,7,447,/997/8/567/688/695/698/788/416/,59DAAB,448
